image_path,image_url,source,topic,caption,question_num,question,answer
dataset_images/pexels_person_5_6.jpg,https://images.pexels.com/photos/10814413/pexels-photo-10814413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man posing in a casual button-up shirt.,4,How would you describe the portrait?,It is a striking black and white portrait.
dataset_images/pexels_person_5_6.jpg,https://images.pexels.com/photos/10814413/pexels-photo-10814413.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a striking black and white portrait of a young man posing in a casual button-up shirt.,5,How does the man pose?,He is posing for the camera.
dataset_images/pexels_person_5_7.jpg,https://images.pexels.com/photos/633072/pexels-photo-633072.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a young man wearing a striped shirt stands outdoors with a cityscape background.,1,What type of shirt is the man wearing?,He is wearing a striped shirt.
dataset_images/pexels_person_5_7.jpg,https://images.pexels.com/photos/633072/pexels-photo-633072.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a young man wearing a striped shirt stands outdoors with a cityscape background.,2,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_5_7.jpg,https://images.pexels.com/photos/633072/pexels-photo-633072.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a young man wearing a striped shirt stands outdoors with a cityscape background.,3,What is visible in the background?,A cityscape is visible in the background.
dataset_images/pexels_person_5_7.jpg,https://images.pexels.com/photos/633072/pexels-photo-633072.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a young man wearing a striped shirt stands outdoors with a cityscape background.,4,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_5_7.jpg,https://images.pexels.com/photos/633072/pexels-photo-633072.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a young man wearing a striped shirt stands outdoors with a cityscape background.,5,How would you describe the overall scene?,A young man in a striped shirt with a city background.
dataset_images/pexels_person_5_8.jpg,https://images.pexels.com/photos/33675038/pexels-photo-33675038.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young man in a city street.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_8.jpg,https://images.pexels.com/photos/33675038/pexels-photo-33675038.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young man in a city street.,2,Where was the photo taken?,It was taken on a city street.
dataset_images/pexels_person_5_8.jpg,https://images.pexels.com/photos/33675038/pexels-photo-33675038.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young man in a city street.,3,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_5_8.jpg,https://images.pexels.com/photos/33675038/pexels-photo-33675038.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young man in a city street.,4,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_5_8.jpg,https://images.pexels.com/photos/33675038/pexels-photo-33675038.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young man in a city street.,5,How would you describe the style of the portrait?,It is a candid urban black and white portrait.
dataset_images/pexels_person_5_9.jpg,https://images.pexels.com/photos/8357387/pexels-photo-8357387.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,grayscale portrait of a man posing with arms crossed in a studio setting.,1,Is the image in color?,"No, it is a grayscale image."
dataset_images/pexels_person_5_9.jpg,https://images.pexels.com/photos/8357387/pexels-photo-8357387.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,grayscale portrait of a man posing with arms crossed in a studio setting.,2,What is the man's posture?,His arms are crossed.
dataset_images/pexels_person_5_9.jpg,https://images.pexels.com/photos/8357387/pexels-photo-8357387.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,grayscale portrait of a man posing with arms crossed in a studio setting.,3,Where was the photo taken?,It was taken in a studio.
dataset_images/pexels_person_5_9.jpg,https://images.pexels.com/photos/8357387/pexels-photo-8357387.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,grayscale portrait of a man posing with arms crossed in a studio setting.,4,How would you describe the portrait?,It is a grayscale studio portrait.
dataset_images/pexels_person_5_9.jpg,https://images.pexels.com/photos/8357387/pexels-photo-8357387.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,grayscale portrait of a man posing with arms crossed in a studio setting.,5,How does the man appear?,He appears confident and composed.
dataset_images/pexels_person_5_10.jpg,https://images.pexels.com/photos/30124921/pexels-photo-30124921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a smiling man in traditional kurta sitting indoors.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_10.jpg,https://images.pexels.com/photos/30124921/pexels-photo-30124921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a smiling man in traditional kurta sitting indoors.,2,What is the man wearing?,He is wearing a traditional kurta.
dataset_images/pexels_person_5_10.jpg,https://images.pexels.com/photos/30124921/pexels-photo-30124921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a smiling man in traditional kurta sitting indoors.,3,What is the man's expression?,He is smiling.
dataset_images/pexels_person_5_10.jpg,https://images.pexels.com/photos/30124921/pexels-photo-30124921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a smiling man in traditional kurta sitting indoors.,4,Where is the man sitting?,He is sitting indoors.
dataset_images/pexels_person_5_10.jpg,https://images.pexels.com/photos/30124921/pexels-photo-30124921.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a smiling man in traditional kurta sitting indoors.,5,How would you describe the portrait?,It is a black and white portrait of a smiling man in traditional attire.
dataset_images/pexels_person_5_11.jpg,https://images.pexels.com/photos/33222692/pexels-photo-33222692.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up portrait of a man with dreadlocks wearing a striped shirt on a white background.,1,How would you describe the man's hair?,He has dreadlocks.
dataset_images/pexels_person_5_11.jpg,https://images.pexels.com/photos/33222692/pexels-photo-33222692.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up portrait of a man with dreadlocks wearing a striped shirt on a white background.,2,What type of shirt is the man wearing?,He is wearing a striped shirt.
dataset_images/pexels_person_5_11.jpg,https://images.pexels.com/photos/33222692/pexels-photo-33222692.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up portrait of a man with dreadlocks wearing a striped shirt on a white background.,3,What is the background color?,The background is white.
dataset_images/pexels_person_5_11.jpg,https://images.pexels.com/photos/33222692/pexels-photo-33222692.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up portrait of a man with dreadlocks wearing a striped shirt on a white background.,4,Is this a close-up or wide shot?,It is a close-up portrait.
dataset_images/pexels_person_5_11.jpg,https://images.pexels.com/photos/33222692/pexels-photo-33222692.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,close-up portrait of a man with dreadlocks wearing a striped shirt on a white background.,5,How would you describe the man's appearance?,He has dreadlocks and is wearing a striped shirt.
dataset_images/pexels_person_5_12.jpg,https://images.pexels.com/photos/15066144/pexels-photo-15066144.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing on a lively urban street with a blurred background.,1,What is the man's expression?,He is smiling.
dataset_images/pexels_person_5_12.jpg,https://images.pexels.com/photos/15066144/pexels-photo-15066144.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing on a lively urban street with a blurred background.,2,Where was the photo taken?,It was taken on a lively urban street.
dataset_images/pexels_person_5_12.jpg,https://images.pexels.com/photos/15066144/pexels-photo-15066144.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing on a lively urban street with a blurred background.,3,How would you describe the background?,The background is blurred.
dataset_images/pexels_person_5_12.jpg,https://images.pexels.com/photos/15066144/pexels-photo-15066144.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing on a lively urban street with a blurred background.,4,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_5_12.jpg,https://images.pexels.com/photos/15066144/pexels-photo-15066144.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing on a lively urban street with a blurred background.,5,How would you describe the mood?,The mood is lively and cheerful.
dataset_images/pexels_person_5_13.jpg,https://images.pexels.com/photos/18844939/pexels-photo-18844939.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,artistic black and white portrait of a man with eyeglasses and bokeh lights.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_13.jpg,https://images.pexels.com/photos/18844939/pexels-photo-18844939.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,artistic black and white portrait of a man with eyeglasses and bokeh lights.,2,Is the man wearing glasses?,"Yes, he is wearing eyeglasses."
dataset_images/pexels_person_5_13.jpg,https://images.pexels.com/photos/18844939/pexels-photo-18844939.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,artistic black and white portrait of a man with eyeglasses and bokeh lights.,3,What is visible in the background?,Bokeh lights are visible.
dataset_images/pexels_person_5_13.jpg,https://images.pexels.com/photos/18844939/pexels-photo-18844939.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,artistic black and white portrait of a man with eyeglasses and bokeh lights.,4,How would you describe the portrait?,It is an artistic black and white portrait.
dataset_images/pexels_person_5_13.jpg,https://images.pexels.com/photos/18844939/pexels-photo-18844939.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,artistic black and white portrait of a man with eyeglasses and bokeh lights.,5,How would you describe the lighting effect?,There are bokeh lights in the background.
dataset_images/pexels_person_5_14.jpg,https://images.pexels.com/photos/28356791/pexels-photo-28356791.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"smiling young man in a casual shirt posing under trees in rangpur, bangladesh.",1,What type of shirt is the man wearing?,He is wearing a casual shirt.
dataset_images/pexels_person_5_14.jpg,https://images.pexels.com/photos/28356791/pexels-photo-28356791.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"smiling young man in a casual shirt posing under trees in rangpur, bangladesh.",2,Where was the photo taken?,"It was taken under trees in Rangpur, Bangladesh."
dataset_images/pexels_person_5_14.jpg,https://images.pexels.com/photos/28356791/pexels-photo-28356791.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"smiling young man in a casual shirt posing under trees in rangpur, bangladesh.",3,What is the man's expression?,He is smiling.
dataset_images/pexels_person_5_14.jpg,https://images.pexels.com/photos/28356791/pexels-photo-28356791.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"smiling young man in a casual shirt posing under trees in rangpur, bangladesh.",4,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_5_14.jpg,https://images.pexels.com/photos/28356791/pexels-photo-28356791.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"smiling young man in a casual shirt posing under trees in rangpur, bangladesh.",5,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_5_15.jpg,https://images.pexels.com/photos/14182733/pexels-photo-14182733.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a young man with long hair and beard outdoors, expressing thoughtful contemplation.",1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_15.jpg,https://images.pexels.com/photos/14182733/pexels-photo-14182733.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a young man with long hair and beard outdoors, expressing thoughtful contemplation.",2,How long is the man's hair?,He has long hair.
dataset_images/pexels_person_5_15.jpg,https://images.pexels.com/photos/14182733/pexels-photo-14182733.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a young man with long hair and beard outdoors, expressing thoughtful contemplation.",3,Does the man have a beard?,"Yes, he has a beard."
dataset_images/pexels_person_5_15.jpg,https://images.pexels.com/photos/14182733/pexels-photo-14182733.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a young man with long hair and beard outdoors, expressing thoughtful contemplation.",4,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_5_15.jpg,https://images.pexels.com/photos/14182733/pexels-photo-14182733.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a young man with long hair and beard outdoors, expressing thoughtful contemplation.",5,What expression does the man convey?,He expresses thoughtful contemplation.
dataset_images/pexels_person_5_16.jpg,https://images.pexels.com/photos/19115374/pexels-photo-19115374.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish black and white portrait of a man standing confidently with crossed arms under twinkling lights.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_16.jpg,https://images.pexels.com/photos/19115374/pexels-photo-19115374.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish black and white portrait of a man standing confidently with crossed arms under twinkling lights.,2,What is the man's posture?,He is standing with crossed arms.
dataset_images/pexels_person_5_16.jpg,https://images.pexels.com/photos/19115374/pexels-photo-19115374.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish black and white portrait of a man standing confidently with crossed arms under twinkling lights.,3,What is visible in the background?,Twinkling lights are visible.
dataset_images/pexels_person_5_16.jpg,https://images.pexels.com/photos/19115374/pexels-photo-19115374.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish black and white portrait of a man standing confidently with crossed arms under twinkling lights.,4,How does the man appear?,He appears stylish and confident.
dataset_images/pexels_person_5_16.jpg,https://images.pexels.com/photos/19115374/pexels-photo-19115374.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish black and white portrait of a man standing confidently with crossed arms under twinkling lights.,5,How would you describe the mood?,The mood is stylish and atmospheric.
dataset_images/pexels_person_5_17.jpg,https://images.pexels.com/photos/31851560/pexels-photo-31851560.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"confident man in a suit standing in a modern office, showcasing professionalism.",1,What is the man wearing?,He is wearing a suit.
dataset_images/pexels_person_5_17.jpg,https://images.pexels.com/photos/31851560/pexels-photo-31851560.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"confident man in a suit standing in a modern office, showcasing professionalism.",2,Where was the photo taken?,It was taken in a modern office.
dataset_images/pexels_person_5_17.jpg,https://images.pexels.com/photos/31851560/pexels-photo-31851560.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"confident man in a suit standing in a modern office, showcasing professionalism.",3,How does the man appear?,He appears confident and professional.
dataset_images/pexels_person_5_17.jpg,https://images.pexels.com/photos/31851560/pexels-photo-31851560.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"confident man in a suit standing in a modern office, showcasing professionalism.",4,Is this an indoor or outdoor photo?,It is an indoor photo.
dataset_images/pexels_person_5_17.jpg,https://images.pexels.com/photos/31851560/pexels-photo-31851560.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"confident man in a suit standing in a modern office, showcasing professionalism.",5,How would you describe the man?,He is a confident professional in a suit.
dataset_images/pexels_person_5_18.jpg,https://images.pexels.com/photos/7276200/pexels-photo-7276200.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a black and white portrait of a long-haired man looking contemplatively to the side.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_18.jpg,https://images.pexels.com/photos/7276200/pexels-photo-7276200.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a black and white portrait of a long-haired man looking contemplatively to the side.,2,How long is the man's hair?,He has long hair.
dataset_images/pexels_person_5_18.jpg,https://images.pexels.com/photos/7276200/pexels-photo-7276200.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a black and white portrait of a long-haired man looking contemplatively to the side.,3,Where is the man looking?,He is looking contemplatively to the side.
dataset_images/pexels_person_5_18.jpg,https://images.pexels.com/photos/7276200/pexels-photo-7276200.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a black and white portrait of a long-haired man looking contemplatively to the side.,4,How would you describe the mood?,The mood is contemplative and artistic.
dataset_images/pexels_person_5_18.jpg,https://images.pexels.com/photos/7276200/pexels-photo-7276200.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,a black and white portrait of a long-haired man looking contemplatively to the side.,5,How would you describe the portrait?,It is a black and white portrait of a long-haired man.
dataset_images/pexels_person_5_19.jpg,https://images.pexels.com/photos/11053302/pexels-photo-11053302.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a man in a beanie, sitting and looking at the camera.",1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_5_19.jpg,https://images.pexels.com/photos/11053302/pexels-photo-11053302.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a man in a beanie, sitting and looking at the camera.",2,What is the man wearing on his head?,He is wearing a beanie.
dataset_images/pexels_person_5_19.jpg,https://images.pexels.com/photos/11053302/pexels-photo-11053302.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a man in a beanie, sitting and looking at the camera.",3,What is the man doing?,He is sitting and looking at the camera.
dataset_images/pexels_person_5_19.jpg,https://images.pexels.com/photos/11053302/pexels-photo-11053302.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a man in a beanie, sitting and looking at the camera.",4,How would you describe the portrait?,It is a black and white portrait of a man in a beanie.
dataset_images/pexels_person_5_19.jpg,https://images.pexels.com/photos/11053302/pexels-photo-11053302.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"black and white portrait of a man in a beanie, sitting and looking at the camera.",5,Is the man standing or sitting?,He is sitting.
dataset_images/pexels_person_6_0.jpg,https://images.pexels.com/photos/16361823/pexels-photo-16361823.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"portrait of a smiling south asian man in a studio, wearing a patterned shirt with a neutral background.",1,What is the man's expression?,He is smiling.
dataset_images/pexels_person_6_0.jpg,https://images.pexels.com/photos/16361823/pexels-photo-16361823.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"portrait of a smiling south asian man in a studio, wearing a patterned shirt with a neutral background.",2,What is the man's ethnicity?,He appears to be South Asian.
dataset_images/pexels_person_6_0.jpg,https://images.pexels.com/photos/16361823/pexels-photo-16361823.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"portrait of a smiling south asian man in a studio, wearing a patterned shirt with a neutral background.",3,Where was the photo taken?,It was taken in a studio.
dataset_images/pexels_person_6_0.jpg,https://images.pexels.com/photos/16361823/pexels-photo-16361823.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"portrait of a smiling south asian man in a studio, wearing a patterned shirt with a neutral background.",4,What type of shirt is the man wearing?,He is wearing a patterned shirt.
dataset_images/pexels_person_6_0.jpg,https://images.pexels.com/photos/16361823/pexels-photo-16361823.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"portrait of a smiling south asian man in a studio, wearing a patterned shirt with a neutral background.",5,What is the background like?,The background is neutral.
dataset_images/pexels_person_6_1.jpg,https://images.pexels.com/photos/7276079/pexels-photo-7276079.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"artistic black and white portrait of a young man looking down thoughtfully, featuring a modern hairstyle and casual attire.",1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_6_1.jpg,https://images.pexels.com/photos/7276079/pexels-photo-7276079.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"artistic black and white portrait of a young man looking down thoughtfully, featuring a modern hairstyle and casual attire.",2,Where is the man looking?,He is looking down thoughtfully.
dataset_images/pexels_person_6_1.jpg,https://images.pexels.com/photos/7276079/pexels-photo-7276079.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"artistic black and white portrait of a young man looking down thoughtfully, featuring a modern hairstyle and casual attire.",3,How would you describe the man's hairstyle?,He has a modern hairstyle.
dataset_images/pexels_person_6_1.jpg,https://images.pexels.com/photos/7276079/pexels-photo-7276079.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"artistic black and white portrait of a young man looking down thoughtfully, featuring a modern hairstyle and casual attire.",4,What is the man wearing?,He is wearing casual attire.
dataset_images/pexels_person_6_1.jpg,https://images.pexels.com/photos/7276079/pexels-photo-7276079.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"artistic black and white portrait of a young man looking down thoughtfully, featuring a modern hairstyle and casual attire.",5,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_6_2.jpg,https://images.pexels.com/photos/20604277/pexels-photo-20604277.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing against a red and black checkered background.,1,What is the man's expression?,He is smiling.
dataset_images/pexels_person_6_2.jpg,https://images.pexels.com/photos/20604277/pexels-photo-20604277.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing against a red and black checkered background.,2,What does the background look like?,The background is red and black checkered.
dataset_images/pexels_person_6_2.jpg,https://images.pexels.com/photos/20604277/pexels-photo-20604277.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing against a red and black checkered background.,3,Is this an indoor or outdoor photo?,It appears to be an indoor photo.
dataset_images/pexels_person_6_2.jpg,https://images.pexels.com/photos/20604277/pexels-photo-20604277.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing against a red and black checkered background.,4,How would you describe the mood?,The mood is bold and cheerful.
dataset_images/pexels_person_6_2.jpg,https://images.pexels.com/photos/20604277/pexels-photo-20604277.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,portrait of a smiling man standing against a red and black checkered background.,5,How would you describe the background pattern?,The background has a red and black checkered pattern.
dataset_images/pexels_person_6_3.jpg,https://images.pexels.com/photos/20052559/pexels-photo-20052559.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish portrait of a man wearing eyeglasses and a white shirt against a plain background.,1,Is the man wearing glasses?,"Yes, he is wearing eyeglasses."
dataset_images/pexels_person_6_3.jpg,https://images.pexels.com/photos/20052559/pexels-photo-20052559.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish portrait of a man wearing eyeglasses and a white shirt against a plain background.,2,What color shirt is the man wearing?,He is wearing a white shirt.
dataset_images/pexels_person_6_3.jpg,https://images.pexels.com/photos/20052559/pexels-photo-20052559.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish portrait of a man wearing eyeglasses and a white shirt against a plain background.,3,How would you describe the background?,The background is plain.
dataset_images/pexels_person_6_3.jpg,https://images.pexels.com/photos/20052559/pexels-photo-20052559.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish portrait of a man wearing eyeglasses and a white shirt against a plain background.,4,How would you describe the portrait?,It is a stylish portrait against a plain background.
dataset_images/pexels_person_6_3.jpg,https://images.pexels.com/photos/20052559/pexels-photo-20052559.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,stylish portrait of a man wearing eyeglasses and a white shirt against a plain background.,5,How does the man appear?,He appears stylish and composed.
dataset_images/pexels_person_6_4.jpg,https://images.pexels.com/photos/11686916/pexels-photo-11686916.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a thoughtful young man wearing sunglasses and a t-shirt outdoors.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_6_4.jpg,https://images.pexels.com/photos/11686916/pexels-photo-11686916.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a thoughtful young man wearing sunglasses and a t-shirt outdoors.,2,What is the man wearing on his face?,He is wearing sunglasses.
dataset_images/pexels_person_6_4.jpg,https://images.pexels.com/photos/11686916/pexels-photo-11686916.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a thoughtful young man wearing sunglasses and a t-shirt outdoors.,3,What is the man wearing?,He is wearing a t-shirt.
dataset_images/pexels_person_6_4.jpg,https://images.pexels.com/photos/11686916/pexels-photo-11686916.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a thoughtful young man wearing sunglasses and a t-shirt outdoors.,4,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_6_4.jpg,https://images.pexels.com/photos/11686916/pexels-photo-11686916.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a thoughtful young man wearing sunglasses and a t-shirt outdoors.,5,What is the man's expression?,He appears thoughtful.
dataset_images/pexels_person_6_5.jpg,https://images.pexels.com/photos/7276145/pexels-photo-7276145.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young south asian man wearing a casual hoodie.,1,Is the image in color?,"No, it is a black and white image."
dataset_images/pexels_person_6_5.jpg,https://images.pexels.com/photos/7276145/pexels-photo-7276145.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young south asian man wearing a casual hoodie.,2,What is the man wearing?,He is wearing a casual hoodie.
dataset_images/pexels_person_6_5.jpg,https://images.pexels.com/photos/7276145/pexels-photo-7276145.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young south asian man wearing a casual hoodie.,3,What is the man's ethnicity?,He appears to be South Asian.
dataset_images/pexels_person_6_5.jpg,https://images.pexels.com/photos/7276145/pexels-photo-7276145.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young south asian man wearing a casual hoodie.,4,How old does the man appear?,He appears to be a young man.
dataset_images/pexels_person_6_5.jpg,https://images.pexels.com/photos/7276145/pexels-photo-7276145.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,black and white portrait of a young south asian man wearing a casual hoodie.,5,How would you describe the portrait?,It is a black and white portrait of a young South Asian man.
dataset_images/pexels_person_6_6.jpg,https://images.pexels.com/photos/18021730/pexels-photo-18021730.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"outdoor portrait of a man in traditional black outfit, surrounded by greenery, exuding a calm and confident demeanor.",1,What color outfit is the man wearing?,He is wearing a traditional black outfit.
dataset_images/pexels_person_6_6.jpg,https://images.pexels.com/photos/18021730/pexels-photo-18021730.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"outdoor portrait of a man in traditional black outfit, surrounded by greenery, exuding a calm and confident demeanor.",2,Is this an indoor or outdoor photo?,It is an outdoor photo.
dataset_images/pexels_person_6_6.jpg,https://images.pexels.com/photos/18021730/pexels-photo-18021730.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"outdoor portrait of a man in traditional black outfit, surrounded by greenery, exuding a calm and confident demeanor.",3,What is visible in the background?,Greenery is visible in the background.
dataset_images/pexels_person_6_6.jpg,https://images.pexels.com/photos/18021730/pexels-photo-18021730.jpeg?auto=compress&cs=tinysrgb&h=650&w=940,pexels,person,"outdoor portrait of a man in traditional black outfit, surrounded by greenery, exuding a calm and confident demeanor.",4,What emotion does the man convey?,He conveys calm and confidence.
